Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Current Grants To Local Government,Market Frameworks - Office For Product Safety And Standards,Southampton City Council,391943,33086.93,Opss: National Capacity Enforcement-current Grants To Local Government,SO14 7LY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Gas,Market Frameworks - Office For Product Safety And Standards,Corona Energy Retail 4 Ltd,392219,2601.41,Opss: Central/Core-gas,WD17 1JW,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Gas,Market Frameworks - Office For Product Safety And Standards,Corona Energy Retail 4 Ltd,392224,3550.9,Opss: Central/Core-gas,WD17 1JW,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Gas,Market Frameworks - Office For Product Safety And Standards,Corona Energy Retail 4 Ltd,392225,3301.1,Opss: Central/Core-gas,WD17 1JW,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Clearing Account   - Cost - Information Technology,Market Frameworks - Office For Product Safety And Standards,Kalpaitch Ltd,392236,18000,Opss: Primary Authority-clearing Account   - Cost - Information Technology,SE5 9PG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Other Programme Cost Recoveries,Market Frameworks - Office For Product Safety And Standards,Association Of Manufacturers Of Domestic Appliances,392359,-1999.8,Opss: National Capacity Enforcement-other Programme Cost Recoveries,SE1 7TL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Other Programme Cost Recoveries,Market Frameworks - Office For Product Safety And Standards,Association Of Manufacturers Of Domestic Appliances,392359,13998.6,Opss: National Capacity Enforcement-other Programme Cost Recoveries,SE1 7TL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Professional Subscriptions,Market Frameworks - Office For Product Safety And Standards,Relx (Uk) Ltd,392360,-1635.56,Opss: Cross Cutting-professional Subscriptions,SM2 5AS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Professional Subscriptions,Market Frameworks - Office For Product Safety And Standards,Relx (Uk) Ltd,392360,3271.12,Opss: Cross Cutting-professional Subscriptions,SM2 5AS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Current Grants To Private Sector - Npish,Market Frameworks - Office For Product Safety And Standards,Rospa Enterprises Ltd,392379,20000,Opss: National Capacity Market Surveilance And Consumer-current Grants To Private Sector - Npish,B15 1RP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Current Grants To Local Government,Market Frameworks - Office For Product Safety And Standards,Leicestershire County Council,392390,37213.4,Opss: National Capacity Enforcement-current Grants To Local Government,LE3 8RL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/05/2021,Other Professional Services,Market Frameworks - Office For Product Safety And Standards,Cleveland Containers Ltd,392674,158.63,Opss: National Capacity Testing-other Professional Services,TS18 3TX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/05/2021,Current Grants To Local Government,Market Frameworks - Office For Product Safety And Standards,Kent County Council,392679,21818.26,Opss: National Capacity Enforcement-current Grants To Local Government,ME19 4YT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/05/2021,Other Professional Services,Market Frameworks - Office For Product Safety And Standards,Yougov Plc,392682,5600,Opss: Evaluation And Research-other Professional Services,EC1Y 8RT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/05/2021,Other Professional Services,Market Frameworks - Office For Product Safety And Standards,Veracity Osi Uk Ltd,392690,21967.5,Opss: National Capacity Organisational Cross Cutting-other Professional Services,EC3R 8LJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/05/2021,External Training,Market Frameworks - Office For Product Safety And Standards,Serco Ltd,392820,1670,Opss: National Capacity Incident Management-external Training,RG27 7FR,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/05/2021,Stationery,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",392915,45.99,Opss: National Capacity Organisational Cross Cutting-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Clearing Account   - Cost - Information Technology,Market Frameworks - Office For Product Safety And Standards,Smartsourcing Ltd,393089,11700,Opss: Eu Markets Surveillance-clearing Account   - Cost - Information Technology,SS7 1PE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Professional Subscriptions,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",393139,132,Opss: Primary Authority-professional Subscriptions,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Stationery,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",393211,26,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Clearing Account - Cost - Assets Under Construction - Freehold Building,Market Frameworks - Office For Product Safety And Standards,Government Property Agency,393224,-10253.92,Opss: National Capacity Market Surveilance And Consumer-clearing Account - Cost - Assets Under Construction - Freehold Building,B2 5LS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Clearing Account - Cost - Assets Under Construction - Freehold Building,Market Frameworks - Office For Product Safety And Standards,Government Property Agency,393224,20507.84,Opss: National Capacity Market Surveilance And Consumer-clearing Account - Cost - Assets Under Construction - Freehold Building,B2 5LS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Technical Advice / Services & Support,Market Frameworks - Office For Product Safety And Standards,Maintel Europe Ltd,393229,159.1,Opss: National Capacity Organisational Cross Cutting-technical Advice / Services & Support,SE1 8EZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,External Legal Advice And Service,Market Frameworks - Office For Product Safety And Standards,6 Kbw College Hill,393234,415,Opss: National Capacity Enforcement-external Legal Advice And Service,EC4R 2RP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Other Professional Services,Market Frameworks - Office For Product Safety And Standards,Janman Consulting Ltd,393245,3000,Opss: National Capacity Organisational Cross Cutting-other Professional Services,GU8 5RA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Clearing Account   - Cost - Information Technology,Market Frameworks - Office For Product Safety And Standards,Investigo Ltd,393257,660,Opss: Eu Markets Surveillance-clearing Account   - Cost - Information Technology,EC2M 2QS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Facilities Management Contract,Market Frameworks - Office For Product Safety And Standards,Npl Management Ltd,393260,24333,Opss: National Capacity Organisational Cross Cutting-facilities Management Contract,TW11 0LW,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Other Travel,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",393408,22.06,Opss: National Capacity Co-ordination-other Travel,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Mileage Allowance Uk,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",393408,90,Opss: National Capacity Co-ordination-mileage Allowance Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Consultancy Expenditure,Market Frameworks - Office For Product Safety And Standards,Rina Tech Uk Ltd,393431,1385,Opss: Implementation-consultancy Expenditure,KT22 7SA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Storage And Distribution,Market Frameworks - Office For Product Safety And Standards,Big Yellow Self Storage Company Ltd,393491,444.17,Opss: Innovating For Growth-storage And Distribution,GU19 5AT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Clearing Account   - Cost - Information Technology,Market Frameworks - Office For Product Safety And Standards,Smartsourcing Ltd,393502,11700,Opss: Eu Markets Surveillance-clearing Account   - Cost - Information Technology,SS7 1PE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Current Grants To Local Government,Market Frameworks - Office For Product Safety And Standards,Fermanagh And Omagh District Council,393503,27140,Opss: Eu Markets Surveillance-current Grants To Local Government,BT74 7BA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Marketing And Media,Market Frameworks - Office For Product Safety And Standards,Precise Media Monitoring Ltd,393519,23.44,Opss: Product Development-marketing And Media,WC1X 8HB,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Exp - Miscellaneous Expenditure - Iexpenses,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",393565,116.97,Opss: National Capacity Organisational Cross Cutting-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/05/2021,It Services,Market Frameworks - Office For Product Safety And Standards,Granicus-firmstep Ltd,393689,5365.5,Opss: National Capacity Enforcement-it Services,EC2A 2DT,VENDOR
