Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,It Services,"Corporate Services - Digital, Data & Technology",Fdm Group Ltd,389836,6900,Mf Devolved Admin-it Services,SE1 2QG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,It Services,"Corporate Services - Digital, Data & Technology",Fdm Group Ltd,389837,7560,Mf Devolved Admin-it Services,SE1 2QG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,It Services,"Corporate Services - Digital, Data & Technology",Fdm Group Ltd,389839,1750,Mf Devolved Admin-it Services,SE1 2QG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",Vodafone Ltd,390049,5749.16,Mf Devolved Admin-central Telecommunications Services,RG14 5FF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",British Telecommunications Plc (Bt),390179,40,Mf Devolved Admin-central Telecommunications Services,DH98 1BT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",British Telecommunications Plc (Bt),390179,67.07,Mf Devolved Admin-central Telecommunications Services,DH98 1BT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",British Telecommunications Plc (Bt),390184,83.99,Mf Devolved Admin-central Telecommunications Services,DH98 1BT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",British Telecommunications Plc (Bt),390185,40,Mf Devolved Admin-central Telecommunications Services,DH98 1BT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",British Telecommunications Plc (Bt),390185,67.07,Mf Devolved Admin-central Telecommunications Services,DH98 1BT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",Lumen Technologies Uk Ltd,390191,-225.38,Mf Devolved Admin-central Telecommunications Services,EC1V 7EB,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/04/2021,It Infrastructure Support,"Corporate Services - Digital, Data & Technology",E2e-assure Ltd,390205,17324.75,Mf Devolved Admin-it Infrastructure Support,OX28 6HD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/04/2021,Application Support Service,"Corporate Services - Digital, Data & Technology",Cgi It Uk Ltd,390234,31172.66,Mf Devolved Admin-application Support Service,EC3M 3BY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/04/2021,Application Support Service,"Corporate Services - Digital, Data & Technology",Cgi It Uk Ltd,390235,13157,Mf Devolved Admin-application Support Service,EC3M 3BY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/04/2021,Application Support Service,"Corporate Services - Digital, Data & Technology",Cgi It Uk Ltd,390237,1266.36,Mf Devolved Admin-application Support Service,EC3M 3BY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/04/2021,It Services,"Corporate Services - Digital, Data & Technology",Visionist Ltd,390717,13431.44,Mf Devolved Admin-it Services,BH24 3FG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",Vodafone Ltd,390840,5756.72,Mf Devolved Admin-central Telecommunications Services,RG14 1LA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",British Telecommunications Plc (Bt),390967,102.96,Mf Devolved Admin-central Telecommunications Services,DH98 1BT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",Vodafone Ltd,390981,2017.66,Mf Devolved Admin-central Telecommunications Services,RG14 9LE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",Vodafone Ltd,390983,907.62,Mf Devolved Admin-central Telecommunications Services,RG14 9LE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/04/2021,Exp - Miscellaneous Expenditure - Iexpenses,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",390999,33.99,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/04/2021,It Hosting Services,"Corporate Services - Digital, Data & Technology",Amazon Web Services Emea Sarl,391107,-10837.74,Mf Devolved Admin-it Hosting Services,L-2338,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/04/2021,It Hosting Services,"Corporate Services - Digital, Data & Technology",Amazon Web Services Emea Sarl,391107,19869.19,Mf Devolved Admin-it Hosting Services,L-2338,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",British Telecommunications Plc (Bt),391111,40,Mf Devolved Admin-central Telecommunications Services,DH98 1BT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",British Telecommunications Plc (Bt),391111,67.07,Mf Devolved Admin-central Telecommunications Services,DH98 1BT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/04/2021,Telecoms Equipment,"Corporate Services - Digital, Data & Technology",The Saville Group Ltd,391112,3251.29,Mf Devolved Admin-telecoms Equipment,YO26 6PQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",British Telecommunications Plc (Bt),391113,22.36,Mf Devolved Admin-central Telecommunications Services,DH98 1BT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/04/2021,Central Telecommunications Services,"Corporate Services - Digital, Data & Technology",British Telecommunications Plc (Bt),391113,40,Mf Devolved Admin-central Telecommunications Services,DH98 1BT,VENDOR
