Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/06/2021,Current Grants To Private Sector - Npish,Energy Transformation And Clean Growth - International Energy And Climate Finance,Pa Consulting Services Ltd,398020,69438.66,International Climate Finance (Icf)-Current Grants To Private Sector - Npish,SG8 6DP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Additions - Other Loans - Central Government,Energy Transformation And Clean Growth - International Energy And Climate Finance,Uk Climate Investments Llp,398132,3500000,Vosper Gap Ame Utilisation Of Provision-additions - Other Loans - Central Government,EC2Y 9HD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/06/2021,Current Grants To Private Sector - Npish,Energy Transformation And Clean Growth - International Energy And Climate Finance,Palladium International Ltd,398371,546927.66,International Climate Finance (Icf)-Current Grants To Private Sector - Npish,EC1Y 8ND,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Locally Employed Staff - Basic Salary,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Foreign, Commonwealth And Development Office",398865,922.42,International Climate Finance (Icf)-Locally Employed Staff - Basic Salary,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Locally Employed Staff - Basic Salary,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Foreign, Commonwealth And Development Office",398866,609.43,International Climate Finance (Icf)-Locally Employed Staff - Basic Salary,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Stationery,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395423,184,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Motor Vehicle Hire,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395713,5.78,Eu Exit Core Beis Staff: Energy & Climate Workstream Adm-motor Vehicle Hire,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Motor Vehicle Hire,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395713,6.16,Eu Exit Core Beis Staff: Energy & Climate Workstream Adm-motor Vehicle Hire,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Motor Vehicle Hire,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395714,7.69,Eu Exit Core Beis Staff: Energy & Climate Workstream Adm-motor Vehicle Hire,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Motor Vehicle Hire,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395714,14.5,Eu Exit Core Beis Staff: Energy & Climate Workstream Adm-motor Vehicle Hire,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Motor Vehicle Hire,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395715,6.73,Eu Exit Core Beis Staff: Energy & Climate Workstream Adm-motor Vehicle Hire,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Motor Vehicle Hire,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395715,6.99,Eu Exit Core Beis Staff: Energy & Climate Workstream Adm-motor Vehicle Hire,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Motor Vehicle Hire,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395715,7.17,Eu Exit Core Beis Staff: Energy & Climate Workstream Adm-motor Vehicle Hire,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Motor Vehicle Hire,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395715,7.56,Eu Exit Core Beis Staff: Energy & Climate Workstream Adm-motor Vehicle Hire,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Motor Vehicle Hire,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395715,9.72,Eu Exit Core Beis Staff: Energy & Climate Workstream Adm-motor Vehicle Hire,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Motor Vehicle Hire,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395715,13.31,Eu Exit Core Beis Staff: Energy & Climate Workstream Adm-motor Vehicle Hire,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Motor Vehicle Hire,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395715,15.25,Eu Exit Core Beis Staff: Energy & Climate Workstream Adm-motor Vehicle Hire,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Rail Travel Uk,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395719,5.5,Mf Devolved Admin-rail Travel Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Rail Travel Uk,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395719,6,Mf Devolved Admin-rail Travel Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Hospitality - Uk,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395719,7.38,Mf Devolved Admin-hospitality - Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Hospitality - Uk,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",395719,21.99,Mf Devolved Admin-hospitality - Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Other Travel,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",396034,31.63,Mf Devolved Admin-other Travel,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Energy And Security - Energy Development And Resilience,"Personal Expense, Name Withheld",396508,88.99,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/06/2021,Taxi Services Uk,Energy And Security - Energy Development And Resilience,"Personal Expense, Name Withheld",396622,17.25,Mf Devolved Admin-taxi Services Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Office Supplies,Energy And Security - Energy Development And Resilience,Banner Group Ltd,397431,25.16,Mf Devolved Admin-office Supplies,S9 1XT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Subsistence Uk,Energy And Security - Energy Development And Resilience,"Personal Expense, Name Withheld",397565,1.5,Mf Devolved Admin-subsistence Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Mileage Allowance Uk,Energy And Security - Energy Development And Resilience,"Personal Expense, Name Withheld",397565,3.85,Mf Devolved Admin-mileage Allowance Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Subsistence Uk,Energy And Security - Energy Development And Resilience,"Personal Expense, Name Withheld",397565,6.05,Mf Devolved Admin-subsistence Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Other Travel,Energy And Security - Energy Development And Resilience,"Personal Expense, Name Withheld",397565,8,Mf Devolved Admin-other Travel,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Subsistence Uk,Energy And Security - Energy Development And Resilience,"Personal Expense, Name Withheld",397565,25.15,Mf Devolved Admin-subsistence Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Mileage Allowance Uk,Energy And Security - Energy Development And Resilience,"Personal Expense, Name Withheld",397565,110.25,Mf Devolved Admin-mileage Allowance Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Mileage Allowance Uk,Energy And Security - Energy Development And Resilience,"Personal Expense, Name Withheld",397565,110.25,Mf Devolved Admin-mileage Allowance Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Climate Media Factory Ug,390421,3645.6,Delivery Of Beis Energy Innovation-r & D Outsourced Other,14469,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/06/2021,R & D Contractors,Energy Transformation And Clean Growth - Science And Innovation,Alexander Mann Solutions Ltd,395916,2306.69,Climate Science Capability-r & D Contractors,EC2N 3AQ,VENDOR
